"sub_disease_name","section_name"
Potassium Blood,ResultsDim
Chlamydia Trachomatis Infec DNA RNA NAA    mydia,ResultsDim
Falls  Screening,ResultsDim
Autoantibody testing,ResultsDim
EMA (Endomysial antibody),ResultsDim
Ethrocytes CD59 Deficient,ResultsDim
RBC Assay Test,ResultsDim
Culture for Clostridium botulinum Detection,ResultsDim
Creatinine Clearence CrCl,ResultsDim
GFR,ResultsDim
COVID-19 Serology Test,ResultsDim
SARS-CoV-2,ResultsDim
Blood Smear,ResultsDim
Immature Granulocytes,ResultsDim
Methadone  Level,ResultsDim
Serum Benzodiazepine,ResultsDim
Serum Chlordiazpoxide,ResultsDim
Anti HDV IgM,ResultsDim
MCOLN1 Gene Mutations,ResultsDim
MCOLN1 Mutations Detection,ResultsDim
Hemoglobin  A2,ResultsDim
HgbA2 Quantitation,ResultsDim
Coagulation Disorder Diagnostics,ResultsDim
PF4 Heparin cmplx IgG,ResultsDim
international normalised ratio,ResultsDim
DMPK Gene Mutations,ResultsDim
DMPK Mutations Detection,ResultsDim
Consultations,ResultsDim
Optometry Consultation,ResultsDim
Congenital Myopathies Gene Mutations,ResultsDim
Congenital Myopathies Mutations Detection,ResultsDim
Anticonvulsant Level/ Benzodiazepine,ResultsDim
Nordiazepam  Level,ResultsDim
Benzodiazepines Level,ResultsDim
Lorazepam Level,ResultsDim
Antibiotic Cyclic Lipopeptide Sensitivity testing,ResultsDim
Daptomycin Sensitivity Testing,ResultsDim
Antibiotic Carbapenem Sensitivity Testing,ResultsDim
Ertapenem Sensitivity Testing,ResultsDim
Influenza viruses,ResultsDim
Novel Influenza A Tests,ResultsDim
Culture of Respiratory Secretions/ Legionella Culture,ResultsDim
Sideroblasts,ResultsDim
Interferon-Gamma Release Assays (IGRAs):,ResultsDim
HBA18 Gene Mutations,ResultsDim
Avandamet,PatientMedicationDim
Rosiglitazone,PatientMedicationDim
Eating Disorder,ProblemsDim
Bone Marrow Failure,ProblemsDim
Anorexia,ProblemsDim
Anorexia Nervosa,ProblemsDim
Bulimia Nervosa,ProblemsDim
Induced Vomit,ProblemsDim
Appetite Loss,ProblemsDim
Decrease Appetite,ProblemsDim
Urinary Incontinence,ProblemsDim
Illicit Drug Use,ProblemsDim
Non-St-Elevation Myocardial Infarction (Nstemi),ProblemsDim
Nerve Pain,ProblemsDim
Sciatica,ProblemsDim
Hyponatremia,ProblemsDim
Short-Term Memory Deficits,ProblemsDim
Renal Impairment,ProblemsDim
Hypertensive Encephalopathy,ProblemsDim
Cardiac Arrhythmia,ProblemsDim
Right Unilateral Amputation,ProblemsDim
Foot Ulcer,ProblemsDim
Alcohol Withdrawal,ProblemsDim
Dysplasia,ProblemsDim
Postprocedural Hemorrhage,ProblemsDim
"Hematemesis, Melena",ProblemsDim
Chronic Resp Fumes Vapors,ProblemsDim
Leg Weakness,ProblemsDim
Weight Loss,ProblemsDim
Vomiting,ProblemsDim
Kidney Complications,ProblemsDim
Hiatal Hernia,ProblemsDim
"Wandering, In Disease",ProblemsDim
Dysthymic Disorder,ProblemsDim
Attention Deficit Hyperactivity Disorder,ProblemsDim
Diabetic Retinopathy,ProblemsDim
Retinal Detachment,ProblemsDim
Aggressive Behaviour,ProblemsDim
Impulse Control Disorder,ProblemsDim
Lower Respiratory Tract Infection,ProblemsDim
Neurological Disturbance,ProblemsDim
Osteopenia,ProblemsDim
"Myopia, Hyperopia",ProblemsDim
Macular Edema,ProblemsDim
Albuminuria,ProblemsDim
Blindness,ProblemsDim
Diabetes Mellitus 1 Excluding,ProblemsDim
Diabetes Mellitus 1 Excluding Angiopathy,ProblemsDim
Diabetes Mellitus 1 Excluding Coma,ProblemsDim
Diabetes Mellitus 1 Excluding Dermatitis,ProblemsDim
Diabetes Mellitus 1 Excluding Gangrene Angiopathy,ProblemsDim
Diabetes Mellitus 1 Excluding Hyperglycemia,ProblemsDim
Diabetes Mellitus 1 Excluding Hyperosmolar Coma,ProblemsDim
Diabetes Mellitus 1 Excluding Hypoglycemia,ProblemsDim
Hyperglycemia,ProblemsDim
Anorexiants,PatientMedicationDim
Malaise And Fatigue,ProblemsDim
Visual Defects,ProblemsDim
Hypertensive Renal Disease With Renal Failure,ProblemsDim
Parkinsonism,ProblemsDim
Sickle Cell Anemia,ProblemsDim
Sickle Cell System,ProblemsDim
Aspergillosis,ProblemsDim
Nervosa,ProblemsDim
COVID19 Cough,ProblemsDim
Dry Cough,ProblemsDim
Cholera,ProblemsDim
Cryptosporidiosis,ProblemsDim
Hepatitis C,ProblemsDim
Advance Stage Of Congestive Heart Failure,ProblemsDim
Systolic Heart Failure,ProblemsDim
Diastolic Heart Failure,ProblemsDim
Disorders Of Immune System,ProblemsDim
Immune System Disorders,ProblemsDim
Heart Transplant,ProblemsDim
Postmastectomy Lymphedema Syndrome,ProblemsDim
Leukopenia,ProblemsDim
Aortic Stenosis,ProblemsDim
Mitral Insufficiency,ProblemsDim
Migraine,ProblemsDim
Urticaria,ProblemsDim
Diabetic Nephropathy,ProblemsDim
Kidney Disease,ProblemsDim
Peripheral Arterial Occlusive Disease,ProblemsDim
Pancytopenia,ProblemsDim
Cardiac Disease,ProblemsDim
Normal Retina,ResultsDim
BMI Above 40,ResultsDim
MRI Abdomen,ResultsDim
Visual Acuity,ResultsDim
Colon Cancer Primary Tumor Size T4b,ResultsDim
Colon Cancer Staging,ResultsDim
Colon Cancer Regi Lymph Node Status N2,ResultsDim
Colon Distant Metastasis Status,ResultsDim
Negative Finding,ResultsDim
Specimen from Respiratory Secretion,ResultsDim
Specimen from Specimen Brush,ResultsDim
Prothrombin Time,ResultsDim
Falls Screening,ResultsDim
Platelet Clump,ResultsDim
CNBP Genetic testing,ResultsDim
CNBP Mutations Detection,ResultsDim
SH2D1A Mutation,ResultsDim
SH2D1A Mutation Detection,ResultsDim
Anthrax Nucleic Acid  Detection Test,ResultsDim
Clostridium botulinum Nuclic acid Detection,ResultsDim
Colon Cancer Primary Tumor Size T1 4b,ResultsDim
Colon Cancer Reg Lymph Node Status N1 N2b,ResultsDim
Colon Cancer Regional Lymph Node N1 N2b,ResultsDim
Gonorrhea Tests NeisseriaSp Culture,ResultsDim
JAK2 Gene Mutation,ResultsDim
JAK2 Mutation Detection,ResultsDim
Diabetes Mellitus,ProblemsDim
Diabetes Mellitus 2 Excluding Angiopathy,ProblemsDim
Diabetes Mellitus 2 Excluding Cataract,ProblemsDim
Diabetes Mellitus 2 Excluding Dermatitis,ProblemsDim
Diabetes Mellitus 2 Excluding Hyperglycemia,ProblemsDim
Diabetes Mellitus 2 Excluding Hyperosmolar Coma,ProblemsDim
Diabetes Mellitus 2 Excluding Hyperosmolarity,ProblemsDim
Diabetes Mellitus 2 Excluding Hypoglycemia,ProblemsDim
Diabetes Mellitus 2 Excluding Macular Edema,ProblemsDim
Diabetes Mellitus 2 Excluding Nephropathy,ProblemsDim
Diabetes Mellitus 2 Excluding Skin Ulcer,ProblemsDim
Diabetes Mellitus 2 Without Retinopathy,ProblemsDim
Encephalopathy,ProblemsDim
Hematuria,ProblemsDim
Diastolic Blood Pressure,ProblemsDim
Systolic Blood Pressure (Sbp),ProblemsDim
Optic Neuritis,ProblemsDim
Wound Dehiscence,ProblemsDim
Tumor Recurrence,ProblemsDim
Myocardial Ischemia,ProblemsDim
Abscess,ProblemsDim
Torsade'S De Pointes,ProblemsDim
Myasthenia Gravis,ProblemsDim
Postoperative Complications,ProblemsDim
Vasculitis,ProblemsDim
Bacterial Meningitis,ProblemsDim
Cerebrospinal Fluid Leak,ProblemsDim
Adverse Reactions Of Tetanus Vaccine,ProblemsDim
Enterocolitis,ProblemsDim
Digestive System,ProblemsDim
Major Bowel,ProblemsDim
Restless Legs Syndrome (Rls),ProblemsDim
Epilepsy,ProblemsDim
Huntington Disease,ProblemsDim
"Hemiplegia/Paraplegia/Quadriplegia / 
Upper Motor Neuron And Lower Motor Neurons Lesion / Traumatic Brain Injury",ProblemsDim
Psoriatic Arthritis,ProblemsDim
Paraplegia,ProblemsDim
Amytrophic Lateral Sclerosis,ProblemsDim
Motor Neuropathy,ProblemsDim
Sclerosis,ProblemsDim
Bulbar Onset Lateral Sclerosis,ProblemsDim
Silicosis,ProblemsDim
Aspiration Joint,ProblemsDim
Lyme Disease,ProblemsDim
Inflammatory Bowel Disease,ProblemsDim
Dehydration,ProblemsDim
Tachycardia,ProblemsDim
Antiretrovirals,PatientMedicationDim
Omeprazole,PatientMedicationDim
Proton Pump Inhibitors,PatientMedicationDim
Inhaled Corticosteriods,PatientMedicationDim
Dexamethasone,PatientMedicationDim
Ophthalmic Corticosteroids,PatientMedicationDim
Cetuximab,PatientMedicationDim
EGFR Inhibitors,PatientMedicationDim
Antimetabolites,PatientMedicationDim
Clofarabine,PatientMedicationDim
Mouth Ulcer /Tongue Ulcer,ProblemsDim
Peripheral Neuritis,ProblemsDim
Right Heart Failure,ProblemsDim
Muscle Spasm,ProblemsDim
"Chronic Kidney Disease (Ckd) Stage 2, 3, 4",ProblemsDim
Ankylosing Spondylitis,ProblemsDim
Atherosclerotic Disease,ProblemsDim
Ileus,ProblemsDim
Corneal Edema,ProblemsDim
Granulocytopenia,ProblemsDim
Bilateral Amputee Feet And Legs,ProblemsDim
Bilateral Amputees,ProblemsDim
Bilateral Traumatic Amputation,ProblemsDim
Foot Amputation,ProblemsDim
Bleeding Disorders,ProblemsDim
Reduced Visual Aucity,ProblemsDim
Hep B Vaccine Administration,ProblemsDim
Left Ventricular Dysfunction,ProblemsDim
Pneumocystis,ProblemsDim
History Of Bilateral Mastectomy,ProblemsDim
Hypothermia,ProblemsDim
Absence Of Left Breast,ProblemsDim
Left Mastectomy,ProblemsDim
Absence Of Right Breast,ProblemsDim
Right Mastectomy,ProblemsDim
Anaplasmosis,ProblemsDim
Hyperkalemia,ProblemsDim
Rabies,ProblemsDim
Amenorrhea,ProblemsDim
Hemochromatosis,ProblemsDim
Long Qt Syndrome (Lqts),ProblemsDim
Pulmonary Fibrosis,ProblemsDim
Hyperbilirubinemia,ProblemsDim
Esophageal GI Bleed,ProblemsDim
Epstein-Barr Virus Disease,ProblemsDim
Disorders Of Metabolism,ProblemsDim
Nilotinib,PatientMedicationDim
Elastography,ResultsDim
Assessment tool,ResultsDim
PHQ 9 Assessment,ResultsDim
PHQ 9 Tool,ResultsDim
PHQ9 Tool 15,ResultsDim
Barthel Index Score,ResultsDim
Nemaline Myopathy Gene Mutations,ResultsDim
Nemaline Myopathy Mutations Detection,ResultsDim
Diagnostic Tests,ResultsDim
PCR,ResultsDim
Renal System Tests,ResultsDim
PKLR Gene Mutation,ResultsDim
PKLR Mutations Detection,ResultsDim
D Dimer,ResultsDim
Spherocytes,ResultsDim
Cyclosporine  Level,ResultsDim
Carbapenem-Resistant Enterobacterales CPCRE Molecular Methods,ResultsDim
Iron Profile,ResultsDim
Infusion Related Reaction,ProblemsDim
Pruritus,ProblemsDim
Disseminated Intravascular Coagulation (Dic),ProblemsDim
Narcolepsy,ProblemsDim
Rhinorrhea,ProblemsDim
Vaginal Bleeding,ProblemsDim
Prostate Dysplasia,ProblemsDim
Body Mass Index,ProblemsDim
Charcot-Marie-Tooth (Cmt) Syndrome,ProblemsDim
Sensory Neuropathy,ProblemsDim
Raynaud Phenomenon,ProblemsDim
Alcohol Dependence,ProblemsDim
Guillain Barre Syndrome,ProblemsDim
Diabetes And Its Complications,ProblemsDim
Diabetes With Chronic Complications,ProblemsDim
Muscular Atrophy,ProblemsDim
Statin Muscle Symptoms,ProblemsDim
Ehrlichiosis,ProblemsDim
Hemophthalmias,ProblemsDim
Benzodiazepine Withdrawal,ProblemsDim
Hypertensive Retinopathy,ProblemsDim
Transient Ischemic Attack,ProblemsDim
Posterior Uveitis,ProblemsDim
Anterior Uveitis,ProblemsDim
Glaucoma glaucoma,ProblemsDim
Ocular Hypertension,ProblemsDim
Kombiglyze,PatientMedicationDim
Saxagliptin,PatientMedicationDim
Dapagliflozin,PatientMedicationDim
Xigduo,PatientMedicationDim
Immunizations for viral diseases,PatientMedicationDim
Measles Vaccine,PatientMedicationDim
Disease Diagnostic Procedures,ProceduresDim
Immunization,ProceduresDim
Psychological Assessment,ProceduresDim
Laboratory Diagnostic Procedures,ProceduresDim
Social Habit Education,ProceduresDim
Wellness and Preventive Care,ProceduresDim
Preventive Health Screening,ProceduresDim
Palliative Care Services,ProceduresDim
Geriatric Care Procedures,ProceduresDim
Clinical Assessment,ProceduresDim
Herniorrhaphy,ProceduresDim
Fracture Management,ProceduresDim
Respiratory Assessment,ProceduresDim
Blood Transfusion Procedures,ProceduresDim
Nutrition Assessment,ProceduresDim
Breast surgery,ProceduresDim
Biopsy,ProceduresDim
Neurological Assessment,ProceduresDim
Vital Signs Assessment,ProceduresDim
Chlamydia Trachomatis Infection,ProblemsDim
Sinusitis,ProblemsDim
Restingangina,ProblemsDim
Vitamin B12 Deficiency Anemia,ProblemsDim
Kidney Transplant,ProblemsDim
Weight Gain,ProblemsDim
Recurrent Vomiting,ProblemsDim
Urinary Retention,ProblemsDim
Visual Symptoms,ProblemsDim
Bilateral Deafness,ProblemsDim
Carbohydrate Intake,ProblemsDim
Overweight,ProblemsDim
Underweight,ProblemsDim
Wound Infection,ProblemsDim
Hypotension,ProblemsDim
Gingival Hemorrhage,ProblemsDim
Skin Plaques,ProblemsDim
Rash,ProblemsDim
Cardiomegaly/Left Ventricular Hypertrophy,ProblemsDim
Tuberculosis Screening Test,ProblemsDim
Rh Negative,ProblemsDim
Rh(D) Negative/Rhesus Isoimmunization,ProblemsDim
Fasting Blood Glucose,ProblemsDim
Renal Function Tests Outside Reference Range,ProblemsDim
Impotence,ProblemsDim
Allergy To Contraceptive Device,ProblemsDim
Intrauterine Device (Iud) Monitoring,ProblemsDim
Breast Feeding,ProblemsDim
Multiple Pregnancies,ProblemsDim
Antivirals,PatientMedicationDim
NRTIs,PatientMedicationDim
Telbivudine,PatientMedicationDim
Panitumumab,PatientMedicationDim
Hematological Diseases,ProblemsDim
"Endocrine, nutritional and metabolic diseases/disorders",ProblemsDim
PaO2/FiO2 ratio ( P/F ratio),ResultsDim
Direct Antiglobulin Test,ResultsDim
Rabies Tests Nucleic Acid,ResultsDim
Fungus Culturing Test,ResultsDim
Microbe Culturing Test,ResultsDim
Hepatitis Test,ResultsDim
Hepatitis inhibited,ResultsDim
Autoimmune Disease Panel,ResultsDim
Rheumatoid Factor,ResultsDim
n Culture for cholera,ResultsDim
Detection of Vibrio cholerae by Nucleic Acid,ResultsDim
E Coli Stx1 Stx2 Genes Presence,ResultsDim
E. coli Stx1/Stx2 Genes Detection,ResultsDim
NPM1,ResultsDim
NPM1 Mutations Detection,ResultsDim
HBA2 alpha,ResultsDim
CRE Doripenem Sensitivity Testing,ResultsDim
Diabetic Cataract,ProblemsDim
Irritation,ProblemsDim
Visual Disturbances,ProblemsDim
Vision Problem,ProblemsDim
Chronic And Acute Health Conditions,ProblemsDim
Bilateral Blindness,ProblemsDim
Dyspepsia,ProblemsDim
Rhinitis and Sinusitis,ProblemsDim
Ulcerative Keratitis,ProblemsDim
Nausea,ProblemsDim
Somnolence,ProblemsDim
Dyslipidemia,ProblemsDim
Azotemia,ProblemsDim
Conjunctival Hemorrhage,ProblemsDim
Conjunctival Edema,ProblemsDim
Catheter Placement Procedures,ProceduresDim
Aspiration and injection procedure,ProceduresDim
Cytopathology Procedures,ProceduresDim
Thoracic surgery,ProceduresDim
Exploratory laparotomy,ProceduresDim
Genetic Testing,ProceduresDim
Metabolic Disorders Management,ProceduresDim
Spinal fusion,ProceduresDim
Spine Procedure,ProceduresDim
Stem Cell Transplantation,ProceduresDim
Open reduction of fracture,ProceduresDim
Orthopedic Surgery,ProceduresDim
Thirst,ProblemsDim
"Simple Pneumonia, Respiratory Infections",ProblemsDim
Variceal Hemorrhage,ProblemsDim
Aortic Insufficiency,ProblemsDim
Renal Tubular Acidosis (Rta),ProblemsDim
Cervical Cancer,ProblemsDim
Spinal Stenosis,ProblemsDim
Endophthalmitis,ProblemsDim
Developmental Delay,ProblemsDim
"Endocrine, nutritional and metabolic diseases and disorders / Diseases and disorders of the kidney and urinary tract",ProblemsDim
Polycythemia,ProblemsDim
Hematological Disorders,ProblemsDim
Myelodysplastic Syndromes,ProblemsDim
Hemostatic Disorders,ProblemsDim
Dermatomyositis,ProblemsDim
Anemic Disorder,ProblemsDim
Nutritional Deficiency,ProblemsDim
Nutritional Deficiency Anemias,ProblemsDim
Dysphagia,ProblemsDim
Beta Thalassemia,ProblemsDim
Hemoglobin Disorders,ProblemsDim
Splenic Sequestration Crisis,ProblemsDim
Disorders Of Immunity,ProblemsDim
Anemia Of Chronic Disease (Acd),ProblemsDim
Hemorrhagic Disorder,ProblemsDim
Intravascular Coagulation,ProblemsDim
Congenital Thrombocytopenia,ProblemsDim
Evans Syndrome,ProblemsDim
Immune Disorders,ProblemsDim
Lymphocytopenia,ProblemsDim
Splenectomy,ProblemsDim
Macrocytosis,ProblemsDim
Accidental Puncture Laceration,ProblemsDim
"Perioperative Hemorrhage, Hematoma",ProblemsDim
Immune Deficiency,ProblemsDim
"Amyloidosis, Porphyria",ProblemsDim
Chronic Lung Disorders,ProblemsDim
Lung_Disorder,ProblemsDim
Restrictive Lung Disease,ProblemsDim
Viral Meningitis,ProblemsDim
Myoneural Disorders,ProblemsDim
Heart Infection,ProblemsDim
Stem Cell Transplant,ProblemsDim
Diseases and disorders of the nervous system / Diseases and disorders of the circulatory system,ProblemsDim
Diseases and disorders of the nervous system / Diseases and disorders of the musculoskeletal system and connective tissue,ProblemsDim
ABO,ResultsDim
Wiskott-Aldrich syndrome Mutation,ResultsDim
Microorganism Testing,ResultsDim
Wound Culture,ResultsDim
Standardized Tools Assessment of Cognition,ResultsDim
ALAS2 Mutation Detection,ResultsDim
ALAS2 mutation test,ResultsDim
Rabies Tests Culture,ResultsDim
Bacteria In Synovial Fluid,ResultsDim
Bacterial detection in synovial fluid,ResultsDim
Sputum  Stain,ResultsDim
Rabies Antigen Detection,ResultsDim
Rabies Tests Antigen,ResultsDim
Circulatory System Test,ResultsDim
Coronary Heart Disease 10 year Risk,ResultsDim
Coronary heart disease risk,ResultsDim
COVID-20 Serology Test,ResultsDim
COVID19 PCR RT,ResultsDim
Low Virulence Bacteria Presence,ResultsDim
FIT DNA,ResultsDim
Peripheral Blood Basophils,ResultsDim
Immune System,ResultsDim
White Blood Cell Studies,ResultsDim
Cup To Disc Ratio,ResultsDim
Glucoma Assessment,ResultsDim
Eye Tests,ResultsDim
Ophthamological Examination Fundoscopy,ResultsDim
Functional Status Assessment for HF,ResultsDim
Assessment Hip Replacement,ResultsDim
Assessment process,ResultsDim
FSA for Knee Replacement,ResultsDim
Functional Status Assessment for Prosthesis,ResultsDim
FunctionalStatAssessmentHipReplacement,ResultsDim
Nystagmus,ProblemsDim
Eye Pain,ProblemsDim
Hemorrhoids,ProblemsDim
Chronic Otitis Media,ProblemsDim
Otitis Media,ProblemsDim
Dengue,ProblemsDim
Fecal Incontinence,ProblemsDim
Gastrointestinal Obstruction,ProblemsDim
Tinnitus,ProblemsDim
Chills,ProblemsDim
Rigor,ProblemsDim
Hypoxemia,ProblemsDim
Chronic Sinusitis,ProblemsDim
Control Of Hemorrhage,ProblemsDim
Acute Pancreatitis,ProblemsDim
Abnormal Gait,ProblemsDim
Acute Respiratory Failure,ProblemsDim
Respiratory Failure,ProblemsDim
Botulism,ProblemsDim
Vertigo,ProblemsDim
Retinopathy With Macular Edema,ProblemsDim
Taste Disorder,ProblemsDim
Acneiform Eruption,ProblemsDim
Dizziness,ProblemsDim
Obstruction of Colon,ProblemsDim
Autoimmune Hepatitis,ProblemsDim
Febrile Neutropenia,ProblemsDim
Cardiac Arrest,ProblemsDim
Angioedema,ProblemsDim
Acute Cerebellar Syndrome,ProblemsDim
Hypersensitivity Reaction,ProblemsDim
Bacterial disease,ProblemsDim
Acute Exacerbation of Chronic obstructive pulmonary disease (COPD),ProblemsDim
Thiazide Diuretics,PatientMedicationDim
Glucocorticoids,PatientMedicationDim
Limb amputation,ProceduresDim
Musco-Skeletal Assessment,ProceduresDim
Gastrointestinal Procedures,ProceduresDim
Clinical Diagnostic Procedures,ProceduresDim
Blood Transfusion,ProceduresDim
Hip prosthesis,ProceduresDim
Diabetes Mellitus Management,ProceduresDim
Knee prosthesis,ProceduresDim
Extramedullary Blastic Infiltrates,ProblemsDim
Chronic Obstructive Pulmonary Disease (COPD) / Asthma,ProblemsDim
Steroid Induced Diabetes,ProblemsDim
Steroid-Induced Diabetes / Drug-Induced Diabetes Mellitus,ProblemsDim
Cushing's Syndrome,ProblemsDim
Acute Renal Failure,ProblemsDim
Cystic Fibrosis,ProblemsDim
Pituitary And Adrenal Gland Disorders,ProblemsDim
Diabetes with Acute Complications,ProblemsDim
Diabetes with Complications,ProblemsDim
Vitreous Hemorrhage,ProblemsDim
Atherosclerosis,ProblemsDim
Atherosclerosis Of Extremity With Ulceration Or Gangrene,ProblemsDim
Diabetes Type 1 With Kidney Complications,ProblemsDim
Diabetes Type 2 With Kidney Complications,ProblemsDim
Tobacco Status,ResultsDim
Fracture Risk Assessment,ResultsDim
Risk assessment,ResultsDim
Bone Marrow Biopsy,ResultsDim
Cellularity Assessment in Bone Marrow,ResultsDim
Uniform Assessment System,ResultsDim
Lupus Anticogulant Screen,ResultsDim
HEXB Gene Mutation,ResultsDim
HEXB Mutation Detection,ResultsDim
DXA (Dexa) Scan,ResultsDim
Dacrocytes Present,ResultsDim
Peripheral blood smears RDI (,ResultsDim
Hep A Test,ResultsDim
Monitoring Lab Panel,ResultsDim
Antinuclear Antibody Test,ResultsDim
Urine Macroalbumin Test,ResultsDim
Giant Platelets,ResultsDim
Peripheral blood smears/ Platelets/ Platelet count,ResultsDim
Anaphylactic Reaction To Rv Vaccine,ProblemsDim
Fistula,ProblemsDim
Hyperhidrosis,ProblemsDim
Aneurysm,ProblemsDim
Chronic Kidney Disease Stage 5,ProblemsDim
Chronic Kidney Disease Stage 6,ProblemsDim
Hypokalemia,ProblemsDim
Post-Traumatic Seizures,ProblemsDim
Numbness,ProblemsDim
Cardiac Pacemaker,ProblemsDim
Cardiac Pacer,ProblemsDim
Consciousness,ProblemsDim
Edema Of The Face,ProblemsDim
Glycosuria,ProblemsDim
Rales,ProblemsDim
Peritonitis,ProblemsDim
Diaphoresis,ProblemsDim
Demoralization And Apathy,ProblemsDim
Dysuria,ProblemsDim
Cough,ProblemsDim
Hyperpigmentation,ProblemsDim
Skin Blister,ProblemsDim
Hypertensive Emergency,ProblemsDim
Herpes Simplex Infection,ProblemsDim
Brucellosis,ProblemsDim
Acanthosis Nigricans,ProblemsDim
Gout Tophi/Gouty Tophus,ProblemsDim
Cutaneous Vasculitis Ulcerations,ProblemsDim
Chancoid,ProblemsDim
Nephropathy,ProblemsDim
Renal Disorders,ProblemsDim
Chronic Renal Failure,ProblemsDim
Alopecia / Scalp Diseases,ProblemsDim
Skin Atrophy,ProblemsDim
Pyoderma Gangrenosum (Pg),ProblemsDim
Neck surgery,ProceduresDim
Dental Procedure,ProceduresDim
Coronary bypass with chest & donor incisions,ProceduresDim
Coronary bypass graft with chest incision,ProceduresDim
Peripheral vascular bypass surgery,ProceduresDim
Vascular Surgery,ProceduresDim
Heart transplant,ProceduresDim
Abdominal aortic aneurysm repair,ProceduresDim
Carotid endarterectomy,ProceduresDim
AV shunt for dialysis,ProceduresDim
Psychosis,ProblemsDim
Pulmonary Edema,ProblemsDim
Pulmonary_edema,ProblemsDim
Encephalitis,ProblemsDim
Diabetic Neuropathy,ProblemsDim
Hepatitis B Antibody,ResultsDim
Hepatitis B Screening,ResultsDim
CO Poisoning Tests Pulse Oximetry,ResultsDim
Microbilogical Testing,ResultsDim
HBA3 Gene Mutations,ResultsDim
Candida Auris Nucleic Acid,ResultsDim
Fungus Nucleic Acid Test,ResultsDim
COVID-26 Serology Test,ResultsDim
COVID19 Detection,ResultsDim
ABO and Rh typing,ResultsDim
FPC ABO and Rh,ResultsDim
Candida Auris Culture,ResultsDim
CD14,ResultsDim
CD24,ResultsDim
Erythocyte CD 59  Detection,ResultsDim
Erythrocytes CD59 Complete Loss,ResultsDim
Bacterial Load,ResultsDim
Exercise Tolerance Test,ResultsDim
Hepatitis B virus HBV,ResultsDim
COVID-25 Serology Test,ResultsDim
COVID19 Nucleic Acid Detection,ResultsDim
COVID-21 Serology Test,ResultsDim
COVID19 Antibody Detection,ResultsDim
COVID-22 Serology Test,ResultsDim
COVID19 Antigen Detection,ResultsDim
COVID-24 Serology Test,ResultsDim
COVID19 InterferonGamma Culture,ResultsDim
COVID-23 Serology Test,ResultsDim
COVID19 GenSeq Detection,ResultsDim
Invasive Mechanical Ventilation,ResultsDim
Epstein-Barr Virus Infection,ProblemsDim
Other Malaise,ProblemsDim
Jentadueto,PatientMedicationDim
Linagliptin,PatientMedicationDim
Empagliflozin,PatientMedicationDim
Synjardy,PatientMedicationDim
Empagliflozin / Linagliptin,PatientMedicationDim
Trijardy,PatientMedicationDim
Antimalarials,PatientMedicationDim
Hydroxychlorioquine,PatientMedicationDim
Spleen surgery,ProceduresDim
Medication Management,ProceduresDim
Multiple Sclerosis,ProblemsDim
Orthostatic Hypotension,ProblemsDim
Retinal Round Hole Without Detachment,ProblemsDim
Disorientation,ProblemsDim
Mitral Valve Disease,ProblemsDim
Nonrheumatic Mitral Valve Disorders,ProblemsDim
Hemorrhagic Stroke,ProblemsDim
Intracerebral Hemorrhage,ProblemsDim
Upper Respiratory Infection,ProblemsDim
Upper Respiratory Tract Infection,ProblemsDim
Interstitial Lung Disease,ProblemsDim
Hepatitis,ProblemsDim
Enzyme Test,ResultsDim
Dietry Intervention,ResultsDim
Free Low Density Lipoprotein LDLC < 101,ResultsDim
Free Low Density Lipoprotein LDLC >= 100,ResultsDim
Mental Health,ResultsDim
Fecal Occult Blood Test (FOBT) 18,ResultsDim
Nutrition Counselling,ResultsDim
Atherosclerosis / Ischemic Vascular Disease (Ivd),ProblemsDim
Liver Damage,ProblemsDim
Melena,ProblemsDim
Pulmonary Embolism,ProblemsDim
Pulmonary Embolism (Pe) And Deep Vein Thrombosis (Dvt),ProblemsDim
Sleep Behavior Disorder,ProblemsDim
Gastric surgery,ProceduresDim
Small bowel surgery,ProceduresDim
Colon surgery,ProceduresDim
Traditional medicine,ProceduresDim
Appendix surgery,ProceduresDim
Rectal surgery,ProceduresDim
Nephrotic Syndrome,ProblemsDim
Bladder Diverticulum,ProblemsDim
Hyperphosphatemia,ProblemsDim
Bone Pelvic Pain,ProblemsDim
Atresia And Stenosis Of The Aorta,ProblemsDim
Epigastric_burning,ProblemsDim
Injection Site Infection,ProblemsDim
Lethargy,ProblemsDim
Bowel infarction/ Intestinal ischemia,ProblemsDim
Asbestosis,ProblemsDim
Hypokalemic Alkalosis,ProblemsDim
Progressive Neurologic Disorders,ProblemsDim
Cerebrovascular Accident,ProblemsDim
Gastroesophageal Reflux,ProblemsDim
Acute interstitial pneumonia,ProblemsDim
Decreased Intraocular Pressure,ProblemsDim
Metabolic Syndrome,ProblemsDim
Adrenal Cushing's Syndrome,ProblemsDim
Overweight / Obesity,ProblemsDim
Myalgia,ProblemsDim
Esophageal Ulcer,ProblemsDim
Adrenal Insufficiency/Adrenal Dysfunction,ProblemsDim
Gastroesophageal reflux disease (GERD),ProblemsDim
Hypersensitivity Pneumonitis,ProblemsDim
Acute Cecitis,ProblemsDim
Mouth Ulcers / Canker Sores,ProblemsDim
Muscle Weakness And Neck Pain,ProblemsDim
Flatulence,ProblemsDim
Myositis,ProblemsDim
Drowsy,ProblemsDim
Peripheral Edema,ProblemsDim
Petechiae,ProblemsDim
COVID19 RESPDIS,ProblemsDim
